,movie_show_id,genre_id
77,s34,e20551b8-0895-4fae-85eb-67a2883754fb
78,s34,a996d841-ab49-45c6-a375-834f581f38df
79,s35,e07f8846-f0bd-46f2-95cf-ed293692a6a7
80,s36,d456b271-1d84-4e19-a8fa-6f1dd9a343d7
81,s36,8bc83fd6-e711-4608-9915-a4c2891f0d5d
82,s36,59c20e85-331f-4b7d-b46d-a95b93187043
83,s37,8bc83fd6-e711-4608-9915-a4c2891f0d5d
84,s37,59c20e85-331f-4b7d-b46d-a95b93187043
85,s37,e6ac24a7-f13b-4f64-9c86-090b109fded3
86,s38,96b30c30-2ded-4fd5-bbcf-769ea438a317
87,s38,e07f8846-f0bd-46f2-95cf-ed293692a6a7
88,s39,59c20e85-331f-4b7d-b46d-a95b93187043
89,s39,e6ac24a7-f13b-4f64-9c86-090b109fded3
90,s40,e07f8846-f0bd-46f2-95cf-ed293692a6a7
91,s41,7f50fe10-56e4-4b71-a758-f2a8654615cf
92,s41,e07f8846-f0bd-46f2-95cf-ed293692a6a7
93,s42,59c20e85-331f-4b7d-b46d-a95b93187043
94,s42,52d71346-af72-4df6-af59-e042269276e1
95,s42,e6ac24a7-f13b-4f64-9c86-090b109fded3
96,s43,d456b271-1d84-4e19-a8fa-6f1dd9a343d7
97,s43,f416dfdd-4ccc-49d6-ac5b-176f51628226
98,s43,59c20e85-331f-4b7d-b46d-a95b93187043
99,s44,d456b271-1d84-4e19-a8fa-6f1dd9a343d7
100,s44,f416dfdd-4ccc-49d6-ac5b-176f51628226
101,s44,e6ac24a7-f13b-4f64-9c86-090b109fded3
102,s45,d456b271-1d84-4e19-a8fa-6f1dd9a343d7
103,s45,f416dfdd-4ccc-49d6-ac5b-176f51628226
104,s45,e6ac24a7-f13b-4f64-9c86-090b109fded3
105,s46,9b71bb62-3038-4dbc-a1ac-f5c73711bb50
106,s47,e6ac24a7-f13b-4f64-9c86-090b109fded3
107,s48,96b30c30-2ded-4fd5-bbcf-769ea438a317
108,s48,c95995c2-28f9-432c-8818-f4054ed9c035
109,s48,a996d841-ab49-45c6-a375-834f581f38df
110,s49,d456b271-1d84-4e19-a8fa-6f1dd9a343d7
111,s49,59c20e85-331f-4b7d-b46d-a95b93187043
112,s50,e20551b8-0895-4fae-85eb-67a2883754fb
113,s50,a996d841-ab49-45c6-a375-834f581f38df
114,s51,7f50fe10-56e4-4b71-a758-f2a8654615cf
115,s51,e20551b8-0895-4fae-85eb-67a2883754fb
116,s51,a996d841-ab49-45c6-a375-834f581f38df
117,s52,8bc83fd6-e711-4608-9915-a4c2891f0d5d
118,s52,491770f9-f432-416b-8eb2-9b2c124fa7f3
119,s52,e6ac24a7-f13b-4f64-9c86-090b109fded3
120,s53,8bc83fd6-e711-4608-9915-a4c2891f0d5d
121,s53,491770f9-f432-416b-8eb2-9b2c124fa7f3
122,s53,e6ac24a7-f13b-4f64-9c86-090b109fded3
123,s54,8bc83fd6-e711-4608-9915-a4c2891f0d5d
124,s54,491770f9-f432-416b-8eb2-9b2c124fa7f3
125,s54,e6ac24a7-f13b-4f64-9c86-090b109fded3
126,s55,8bc83fd6-e711-4608-9915-a4c2891f0d5d
127,s55,491770f9-f432-416b-8eb2-9b2c124fa7f3
128,s55,e6ac24a7-f13b-4f64-9c86-090b109fded3
129,s56,63bd72fa-6b09-4a45-9dc9-7de6505a822c
130,s57,8bc83fd6-e711-4608-9915-a4c2891f0d5d
131,s57,491770f9-f432-416b-8eb2-9b2c124fa7f3
132,s57,e6ac24a7-f13b-4f64-9c86-090b109fded3
133,s58,8bc83fd6-e711-4608-9915-a4c2891f0d5d
134,s58,491770f9-f432-416b-8eb2-9b2c124fa7f3
135,s58,e6ac24a7-f13b-4f64-9c86-090b109fded3
136,s59,8bc83fd6-e711-4608-9915-a4c2891f0d5d
137,s59,491770f9-f432-416b-8eb2-9b2c124fa7f3
138,s59,e6ac24a7-f13b-4f64-9c86-090b109fded3
139,s60,8bc83fd6-e711-4608-9915-a4c2891f0d5d
140,s60,491770f9-f432-416b-8eb2-9b2c124fa7f3
141,s60,e6ac24a7-f13b-4f64-9c86-090b109fded3
142,s61,8bc83fd6-e711-4608-9915-a4c2891f0d5d
143,s61,491770f9-f432-416b-8eb2-9b2c124fa7f3
144,s61,e6ac24a7-f13b-4f64-9c86-090b109fded3
145,s62,8bc83fd6-e711-4608-9915-a4c2891f0d5d
146,s62,491770f9-f432-416b-8eb2-9b2c124fa7f3
147,s62,e6ac24a7-f13b-4f64-9c86-090b109fded3
148,s63,8bc83fd6-e711-4608-9915-a4c2891f0d5d
149,s63,491770f9-f432-416b-8eb2-9b2c124fa7f3
150,s63,e6ac24a7-f13b-4f64-9c86-090b109fded3
151,s64,8bc83fd6-e711-4608-9915-a4c2891f0d5d
152,s64,491770f9-f432-416b-8eb2-9b2c124fa7f3
153,s64,e6ac24a7-f13b-4f64-9c86-090b109fded3
154,s65,edfddf0f-c274-4726-bcb5-6e72c6c6d12e
155,s66,e07f8846-f0bd-46f2-95cf-ed293692a6a7
156,s67,a996d841-ab49-45c6-a375-834f581f38df
157,s67,35ae57b1-ba11-41e7-a66c-b8a4f81c5c7a
158,s68,96b30c30-2ded-4fd5-bbcf-769ea438a317
159,s68,e07f8846-f0bd-46f2-95cf-ed293692a6a7
160,s69,b3c854ff-a4f9-42ae-8915-8729816776be
161,s69,8bc83fd6-e711-4608-9915-a4c2891f0d5d
162,s69,9b71bb62-3038-4dbc-a1ac-f5c73711bb50
163,s70,e20551b8-0895-4fae-85eb-67a2883754fb
164,s70,a996d841-ab49-45c6-a375-834f581f38df
165,s71,c95995c2-28f9-432c-8818-f4054ed9c035
166,s71,63bd72fa-6b09-4a45-9dc9-7de6505a822c
167,s71,a996d841-ab49-45c6-a375-834f581f38df
168,s72,edfddf0f-c274-4726-bcb5-6e72c6c6d12e
169,s73,a996d841-ab49-45c6-a375-834f581f38df
170,s73,35ae57b1-ba11-41e7-a66c-b8a4f81c5c7a
171,s73,24fdf8d2-c8c0-402a-b3e1-ae8dc4c750dc
172,s74,8bc83fd6-e711-4608-9915-a4c2891f0d5d
173,s74,59c20e85-331f-4b7d-b46d-a95b93187043
174,s75,63bd72fa-6b09-4a45-9dc9-7de6505a822c
175,s76,edfddf0f-c274-4726-bcb5-6e72c6c6d12e
176,s77,a996d841-ab49-45c6-a375-834f581f38df
177,s77,466f7ba1-13cf-48b8-8540-11db39d54f33
178,s78,5500c15b-e40c-4ea6-acc4-30031ea1e614
179,s78,edfddf0f-c274-4726-bcb5-6e72c6c6d12e
180,s79,8bc83fd6-e711-4608-9915-a4c2891f0d5d
181,s79,59c20e85-331f-4b7d-b46d-a95b93187043
182,s79,5500c15b-e40c-4ea6-acc4-30031ea1e614
183,s80,8bc83fd6-e711-4608-9915-a4c2891f0d5d
184,s80,59c20e85-331f-4b7d-b46d-a95b93187043
185,s80,5500c15b-e40c-4ea6-acc4-30031ea1e614
186,s81,edfddf0f-c274-4726-bcb5-6e72c6c6d12e
187,s82,e6ac24a7-f13b-4f64-9c86-090b109fded3
188,s83,e20551b8-0895-4fae-85eb-67a2883754fb
189,s83,96b30c30-2ded-4fd5-bbcf-769ea438a317
190,s83,27278456-cc60-4bf2-b326-dd5e75708100
191,s84,63bd72fa-6b09-4a45-9dc9-7de6505a822c
192,s85,59c20e85-331f-4b7d-b46d-a95b93187043
193,s85,5500c15b-e40c-4ea6-acc4-30031ea1e614
194,s85,e6ac24a7-f13b-4f64-9c86-090b109fded3
195,s86,e07f8846-f0bd-46f2-95cf-ed293692a6a7
196,s86,466f7ba1-13cf-48b8-8540-11db39d54f33
197,s87,d456b271-1d84-4e19-a8fa-6f1dd9a343d7
198,s87,8bc83fd6-e711-4608-9915-a4c2891f0d5d
199,s88,dd21c166-3ddb-43ee-9299-140a93bb2a47
200,s88,e07f8846-f0bd-46f2-95cf-ed293692a6a7
201,s89,b3c854ff-a4f9-42ae-8915-8729816776be
202,s89,9b71bb62-3038-4dbc-a1ac-f5c73711bb50
203,s90,e07f8846-f0bd-46f2-95cf-ed293692a6a7
204,s91,d456b271-1d84-4e19-a8fa-6f1dd9a343d7
205,s91,fa8ec779-c9a1-4b75-8bd6-872115f01b86
206,s92,8bc83fd6-e711-4608-9915-a4c2891f0d5d
207,s92,9b71bb62-3038-4dbc-a1ac-f5c73711bb50
208,s93,10bfc44a-7a66-45d4-8412-958a4ef27de7
209,s93,e20551b8-0895-4fae-85eb-67a2883754fb
210,s93,a996d841-ab49-45c6-a375-834f581f38df
211,s94,88496b7f-e9f5-4765-8e99-2ae75e4bffb4
212,s94,8bc83fd6-e711-4608-9915-a4c2891f0d5d
213,s94,59c20e85-331f-4b7d-b46d-a95b93187043
214,s95,5500c15b-e40c-4ea6-acc4-30031ea1e614
215,s95,edfddf0f-c274-4726-bcb5-6e72c6c6d12e
216,s96,63bd72fa-6b09-4a45-9dc9-7de6505a822c
217,s97,9c487213-eec5-45a0-a038-d49f5eadde91
218,s97,9b71bb62-3038-4dbc-a1ac-f5c73711bb50
219,s98,7f50fe10-56e4-4b71-a758-f2a8654615cf
220,s98,96b30c30-2ded-4fd5-bbcf-769ea438a317
221,s98,e07f8846-f0bd-46f2-95cf-ed293692a6a7
222,s99,e07f8846-f0bd-46f2-95cf-ed293692a6a7
223,s99,24fdf8d2-c8c0-402a-b3e1-ae8dc4c750dc
224,s100,e20551b8-0895-4fae-85eb-67a2883754fb
225,s100,96b30c30-2ded-4fd5-bbcf-769ea438a317
226,s101,e07f8846-f0bd-46f2-95cf-ed293692a6a7
227,s102,b3c854ff-a4f9-42ae-8915-8729816776be
228,s102,9b71bb62-3038-4dbc-a1ac-f5c73711bb50
229,s103,4a63683a-3886-4cd9-b6e3-52623c155f12
230,s103,35ae57b1-ba11-41e7-a66c-b8a4f81c5c7a
231,s104,d456b271-1d84-4e19-a8fa-6f1dd9a343d7
232,s104,8bc83fd6-e711-4608-9915-a4c2891f0d5d
233,s104,59c20e85-331f-4b7d-b46d-a95b93187043
234,s105,dd21c166-3ddb-43ee-9299-140a93bb2a47
235,s105,e07f8846-f0bd-46f2-95cf-ed293692a6a7
236,s106,59c20e85-331f-4b7d-b46d-a95b93187043
237,s106,5500c15b-e40c-4ea6-acc4-30031ea1e614
238,s106,e6ac24a7-f13b-4f64-9c86-090b109fded3
239,s107,96b30c30-2ded-4fd5-bbcf-769ea438a317
240,s107,e07f8846-f0bd-46f2-95cf-ed293692a6a7
241,s108,59c20e85-331f-4b7d-b46d-a95b93187043
242,s108,edfddf0f-c274-4726-bcb5-6e72c6c6d12e
243,s109,362c5bc1-1905-408f-a043-84056d756897
244,s109,e20551b8-0895-4fae-85eb-67a2883754fb
245,s109,e07f8846-f0bd-46f2-95cf-ed293692a6a7
246,s110,16a96d43-e11e-49e7-974d-f337c41df36f
247,s110,a996d841-ab49-45c6-a375-834f581f38df
248,s110,27278456-cc60-4bf2-b326-dd5e75708100
249,s111,16a96d43-e11e-49e7-974d-f337c41df36f
250,s111,a996d841-ab49-45c6-a375-834f581f38df
251,s111,35ae57b1-ba11-41e7-a66c-b8a4f81c5c7a
252,s112,e07f8846-f0bd-46f2-95cf-ed293692a6a7
253,s113,59c20e85-331f-4b7d-b46d-a95b93187043
254,s114,88496b7f-e9f5-4765-8e99-2ae75e4bffb4
255,s114,5500c15b-e40c-4ea6-acc4-30031ea1e614
256,s115,d456b271-1d84-4e19-a8fa-6f1dd9a343d7
257,s115,8bc83fd6-e711-4608-9915-a4c2891f0d5d
258,s115,59c20e85-331f-4b7d-b46d-a95b93187043
259,s116,88496b7f-e9f5-4765-8e99-2ae75e4bffb4
260,s116,59c20e85-331f-4b7d-b46d-a95b93187043
261,s117,8b166d9d-3aaf-47d9-81c0-f2e2f9944b71
262,s117,59c20e85-331f-4b7d-b46d-a95b93187043
263,s117,5500c15b-e40c-4ea6-acc4-30031ea1e614
264,s118,9b71bb62-3038-4dbc-a1ac-f5c73711bb50
265,s119,d456b271-1d84-4e19-a8fa-6f1dd9a343d7
266,s119,8bc83fd6-e711-4608-9915-a4c2891f0d5d
267,s119,59c20e85-331f-4b7d-b46d-a95b93187043
268,s120,88496b7f-e9f5-4765-8e99-2ae75e4bffb4
269,s120,8bc83fd6-e711-4608-9915-a4c2891f0d5d
270,s120,59c20e85-331f-4b7d-b46d-a95b93187043
271,s121,96b30c30-2ded-4fd5-bbcf-769ea438a317
272,s121,e07f8846-f0bd-46f2-95cf-ed293692a6a7
273,s122,96b30c30-2ded-4fd5-bbcf-769ea438a317
274,s122,c95995c2-28f9-432c-8818-f4054ed9c035
275,s122,a996d841-ab49-45c6-a375-834f581f38df
276,s123,d456b271-1d84-4e19-a8fa-6f1dd9a343d7
277,s124,e07f8846-f0bd-46f2-95cf-ed293692a6a7
278,s125,dd21c166-3ddb-43ee-9299-140a93bb2a47
279,s125,e07f8846-f0bd-46f2-95cf-ed293692a6a7
280,s126,96b30c30-2ded-4fd5-bbcf-769ea438a317
281,s126,923ccbb6-c092-4f6e-b60f-febad82ce089
282,s126,27278456-cc60-4bf2-b326-dd5e75708100
283,s127,88496b7f-e9f5-4765-8e99-2ae75e4bffb4
284,s127,8bc83fd6-e711-4608-9915-a4c2891f0d5d
285,s127,59c20e85-331f-4b7d-b46d-a95b93187043
286,s128,5500c15b-e40c-4ea6-acc4-30031ea1e614
287,s128,edfddf0f-c274-4726-bcb5-6e72c6c6d12e
288,s129,d456b271-1d84-4e19-a8fa-6f1dd9a343d7
289,s129,8bc83fd6-e711-4608-9915-a4c2891f0d5d
290,s129,59c20e85-331f-4b7d-b46d-a95b93187043
291,s130,59c20e85-331f-4b7d-b46d-a95b93187043
292,s131,9c487213-eec5-45a0-a038-d49f5eadde91
293,s131,edfddf0f-c274-4726-bcb5-6e72c6c6d12e
294,s132,8323aeab-75dc-41e1-ba2c-c687706e4517
295,s132,52d71346-af72-4df6-af59-e042269276e1
296,s132,e6ac24a7-f13b-4f64-9c86-090b109fded3
297,s133,96b30c30-2ded-4fd5-bbcf-769ea438a317
298,s133,923ccbb6-c092-4f6e-b60f-febad82ce089
299,s133,a996d841-ab49-45c6-a375-834f581f38df
300,s134,fa8ec779-c9a1-4b75-8bd6-872115f01b86
301,s134,e6ac24a7-f13b-4f64-9c86-090b109fded3
302,s135,59c20e85-331f-4b7d-b46d-a95b93187043
303,s135,e6ac24a7-f13b-4f64-9c86-090b109fded3
304,s136,e6ac24a7-f13b-4f64-9c86-090b109fded3
305,s137,88496b7f-e9f5-4765-8e99-2ae75e4bffb4
306,s137,59c20e85-331f-4b7d-b46d-a95b93187043
307,s138,5500c15b-e40c-4ea6-acc4-30031ea1e614
308,s138,e6ac24a7-f13b-4f64-9c86-090b109fded3
309,s139,88496b7f-e9f5-4765-8e99-2ae75e4bffb4
310,s139,59c20e85-331f-4b7d-b46d-a95b93187043
311,s140,59c20e85-331f-4b7d-b46d-a95b93187043
312,s140,5500c15b-e40c-4ea6-acc4-30031ea1e614
313,s140,52d71346-af72-4df6-af59-e042269276e1
314,s141,d456b271-1d84-4e19-a8fa-6f1dd9a343d7
315,s141,8bc83fd6-e711-4608-9915-a4c2891f0d5d
316,s141,59c20e85-331f-4b7d-b46d-a95b93187043
317,s142,e6ac24a7-f13b-4f64-9c86-090b109fded3
318,s143,59c20e85-331f-4b7d-b46d-a95b93187043
319,s144,fa8ec779-c9a1-4b75-8bd6-872115f01b86
320,s144,e6ac24a7-f13b-4f64-9c86-090b109fded3
321,s145,8323aeab-75dc-41e1-ba2c-c687706e4517
322,s145,5500c15b-e40c-4ea6-acc4-30031ea1e614
323,s146,9c487213-eec5-45a0-a038-d49f5eadde91
324,s146,8323aeab-75dc-41e1-ba2c-c687706e4517
325,s146,5500c15b-e40c-4ea6-acc4-30031ea1e614
326,s147,9c487213-eec5-45a0-a038-d49f5eadde91
327,s147,5500c15b-e40c-4ea6-acc4-30031ea1e614
328,s148,63bd72fa-6b09-4a45-9dc9-7de6505a822c
329,s149,1129e690-d793-4ebd-aad7-9b9c4ee75feb
330,s150,5500c15b-e40c-4ea6-acc4-30031ea1e614
331,s150,e6ac24a7-f13b-4f64-9c86-090b109fded3
332,s151,d456b271-1d84-4e19-a8fa-6f1dd9a343d7
333,s152,8bc83fd6-e711-4608-9915-a4c2891f0d5d
334,s152,e6ac24a7-f13b-4f64-9c86-090b109fded3
335,s153,5500c15b-e40c-4ea6-acc4-30031ea1e614
336,s154,e07f8846-f0bd-46f2-95cf-ed293692a6a7
337,s155,362c5bc1-1905-408f-a043-84056d756897
338,s155,a996d841-ab49-45c6-a375-834f581f38df
339,s155,466f7ba1-13cf-48b8-8540-11db39d54f33
340,s156,8323aeab-75dc-41e1-ba2c-c687706e4517
341,s156,edfddf0f-c274-4726-bcb5-6e72c6c6d12e
342,s156,e6ac24a7-f13b-4f64-9c86-090b109fded3
343,s157,88496b7f-e9f5-4765-8e99-2ae75e4bffb4
344,s157,59c20e85-331f-4b7d-b46d-a95b93187043
345,s157,5500c15b-e40c-4ea6-acc4-30031ea1e614
346,s158,d456b271-1d84-4e19-a8fa-6f1dd9a343d7
347,s158,fa8ec779-c9a1-4b75-8bd6-872115f01b86
348,s159,88496b7f-e9f5-4765-8e99-2ae75e4bffb4
349,s159,5500c15b-e40c-4ea6-acc4-30031ea1e614
350,s160,8bc83fd6-e711-4608-9915-a4c2891f0d5d
351,s160,59c20e85-331f-4b7d-b46d-a95b93187043
352,s160,5500c15b-e40c-4ea6-acc4-30031ea1e614
353,s161,96b30c30-2ded-4fd5-bbcf-769ea438a317
354,s162,fa8ec779-c9a1-4b75-8bd6-872115f01b86
355,s162,8323aeab-75dc-41e1-ba2c-c687706e4517
356,s162,5500c15b-e40c-4ea6-acc4-30031ea1e614
357,s163,59c20e85-331f-4b7d-b46d-a95b93187043
358,s164,88496b7f-e9f5-4765-8e99-2ae75e4bffb4
359,s164,5500c15b-e40c-4ea6-acc4-30031ea1e614
360,s165,5500c15b-e40c-4ea6-acc4-30031ea1e614
361,s165,e6ac24a7-f13b-4f64-9c86-090b109fded3
362,s166,16a96d43-e11e-49e7-974d-f337c41df36f
363,s166,a996d841-ab49-45c6-a375-834f581f38df
364,s166,27278456-cc60-4bf2-b326-dd5e75708100
365,s167,59c20e85-331f-4b7d-b46d-a95b93187043
366,s167,52d71346-af72-4df6-af59-e042269276e1
367,s168,5500c15b-e40c-4ea6-acc4-30031ea1e614
368,s168,edfddf0f-c274-4726-bcb5-6e72c6c6d12e
369,s169,5500c15b-e40c-4ea6-acc4-30031ea1e614
370,s169,edfddf0f-c274-4726-bcb5-6e72c6c6d12e
371,s169,e6ac24a7-f13b-4f64-9c86-090b109fded3
372,s170,59c20e85-331f-4b7d-b46d-a95b93187043
373,s170,e6ac24a7-f13b-4f64-9c86-090b109fded3
374,s171,9c487213-eec5-45a0-a038-d49f5eadde91
375,s171,9b71bb62-3038-4dbc-a1ac-f5c73711bb50
376,s172,39ae3c4d-382f-4936-9dbd-e00bffe485dc
377,s172,59c20e85-331f-4b7d-b46d-a95b93187043
378,s173,9c487213-eec5-45a0-a038-d49f5eadde91
379,s173,5500c15b-e40c-4ea6-acc4-30031ea1e614
380,s174,5135b187-e454-450f-bed8-09c36ca0e788
381,s174,9b71bb62-3038-4dbc-a1ac-f5c73711bb50
382,s175,59c20e85-331f-4b7d-b46d-a95b93187043
383,s175,e6ac24a7-f13b-4f64-9c86-090b109fded3
384,s176,88496b7f-e9f5-4765-8e99-2ae75e4bffb4
385,s176,59c20e85-331f-4b7d-b46d-a95b93187043
386,s177,5500c15b-e40c-4ea6-acc4-30031ea1e614
387,s177,e6ac24a7-f13b-4f64-9c86-090b109fded3
388,s178,52d71346-af72-4df6-af59-e042269276e1
389,s178,e6ac24a7-f13b-4f64-9c86-090b109fded3
390,s179,5500c15b-e40c-4ea6-acc4-30031ea1e614
391,s179,e6ac24a7-f13b-4f64-9c86-090b109fded3
392,s180,88496b7f-e9f5-4765-8e99-2ae75e4bffb4
393,s180,5500c15b-e40c-4ea6-acc4-30031ea1e614
394,s181,88496b7f-e9f5-4765-8e99-2ae75e4bffb4
395,s181,5500c15b-e40c-4ea6-acc4-30031ea1e614
396,s182,35ae57b1-ba11-41e7-a66c-b8a4f81c5c7a
397,s183,5500c15b-e40c-4ea6-acc4-30031ea1e614
398,s184,52d71346-af72-4df6-af59-e042269276e1
399,s184,e6ac24a7-f13b-4f64-9c86-090b109fded3
400,s185,63bd72fa-6b09-4a45-9dc9-7de6505a822c
401,s186,b3c854ff-a4f9-42ae-8915-8729816776be
402,s186,9b71bb62-3038-4dbc-a1ac-f5c73711bb50
403,s187,96b30c30-2ded-4fd5-bbcf-769ea438a317
404,s187,c95995c2-28f9-432c-8818-f4054ed9c035
405,s187,a996d841-ab49-45c6-a375-834f581f38df
406,s188,96b30c30-2ded-4fd5-bbcf-769ea438a317
407,s188,a996d841-ab49-45c6-a375-834f581f38df
408,s189,8bc83fd6-e711-4608-9915-a4c2891f0d5d
409,s189,5500c15b-e40c-4ea6-acc4-30031ea1e614
410,s190,96b30c30-2ded-4fd5-bbcf-769ea438a317
411,s190,e07f8846-f0bd-46f2-95cf-ed293692a6a7
412,s191,8bc83fd6-e711-4608-9915-a4c2891f0d5d
413,s191,59c20e85-331f-4b7d-b46d-a95b93187043
414,s192,8b166d9d-3aaf-47d9-81c0-f2e2f9944b71
415,s192,59c20e85-331f-4b7d-b46d-a95b93187043
416,s193,8bc83fd6-e711-4608-9915-a4c2891f0d5d
417,s193,5500c15b-e40c-4ea6-acc4-30031ea1e614
418,s193,e6ac24a7-f13b-4f64-9c86-090b109fded3
419,s194,e20551b8-0895-4fae-85eb-67a2883754fb
420,s194,a996d841-ab49-45c6-a375-834f581f38df
421,s195,e20551b8-0895-4fae-85eb-67a2883754fb
422,s195,16a96d43-e11e-49e7-974d-f337c41df36f
423,s195,a996d841-ab49-45c6-a375-834f581f38df
424,s196,8bc83fd6-e711-4608-9915-a4c2891f0d5d
425,s196,59c20e85-331f-4b7d-b46d-a95b93187043
426,s196,5500c15b-e40c-4ea6-acc4-30031ea1e614
427,s197,88496b7f-e9f5-4765-8e99-2ae75e4bffb4
428,s197,5500c15b-e40c-4ea6-acc4-30031ea1e614
429,s198,96b30c30-2ded-4fd5-bbcf-769ea438a317
430,s198,e07f8846-f0bd-46f2-95cf-ed293692a6a7
431,s199,e20551b8-0895-4fae-85eb-67a2883754fb
432,s199,a996d841-ab49-45c6-a375-834f581f38df
433,s199,27278456-cc60-4bf2-b326-dd5e75708100
434,s200,8bc83fd6-e711-4608-9915-a4c2891f0d5d
435,s200,59c20e85-331f-4b7d-b46d-a95b93187043
436,s200,5500c15b-e40c-4ea6-acc4-30031ea1e614
437,s201,8bc83fd6-e711-4608-9915-a4c2891f0d5d
438,s201,f416dfdd-4ccc-49d6-ac5b-176f51628226
